PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
722,0,3,1,17.0,1,0,7.0542,2.0
723,0,2,1,34.0,0,0,13.0,2.0
724,0,2,1,50.0,0,0,13.0,2.0
725,1,1,1,27.0,1,0,53.1,2.0
726,0,3,1,20.0,0,0,8.6625,2.0
727,1,2,0,30.0,3,0,21.0,2.0
729,0,2,1,25.0,1,0,26.0,2.0
730,0,3,0,25.0,1,0,7.925,2.0
731,1,1,0,29.0,0,0,211.3375,2.0
732,0,3,1,11.0,0,0,18.7875,0.0
734,0,2,1,23.0,0,0,13.0,2.0
735,0,2,1,23.0,0,0,13.0,2.0
736,0,3,1,28.5,0,0,16.1,2.0
737,0,3,0,48.0,1,3,34.375,2.0
738,1,1,1,35.0,0,0,512.3292,0.0
742,0,1,1,36.0,1,0,78.85,2.0
743,1,1,0,21.0,2,2,262.375,0.0
744,0,3,1,24.0,1,0,16.1,2.0
745,1,3,1,31.0,0,0,7.925,2.0
746,0,1,1,70.0,1,1,71.0,2.0
747,0,3,1,16.0,1,1,20.25,2.0
748,1,2,0,30.0,0,0,13.0,2.0
749,0,1,1,19.0,1,0,53.1,2.0
750,0,3,1,31.0,0,0,7.75,1.0
751,1,2,0,4.0,1,1,23.0,2.0
752,1,3,1,6.0,0,1,12.475,2.0
753,0,3,1,33.0,0,0,9.5,2.0
754,0,3,1,23.0,0,0,7.8958,2.0
755,1,2,0,48.0,1,2,65.0,2.0
756,1,2,1,0.67,1,1,14.5,2.0
757,0,3,1,28.0,0,0,7.7958,2.0
758,0,2,1,18.0,0,0,11.5,2.0
759,0,3,1,34.0,0,0,8.05,2.0
760,1,1,0,33.0,0,0,86.5,2.0
762,0,3,1,41.0,0,0,7.125,2.0
763,1,3,1,20.0,0,0,7.2292,0.0
764,1,1,0,36.0,1,2,120.0,2.0
765,0,3,1,16.0,0,0,7.775,2.0
766,1,1,0,51.0,1,0,77.9583,2.0
768,0,3,0,30.5,0,0,7.75,1.0
770,0,3,1,32.0,0,0,8.3625,2.0
771,0,3,1,24.0,0,0,9.5,2.0
772,0,3,1,48.0,0,0,7.8542,2.0
773,0,2,0,57.0,0,0,10.5,2.0
775,1,2,0,54.0,1,3,23.0,2.0
776,0,3,1,18.0,0,0,7.75,2.0
778,1,3,0,5.0,0,0,12.475,2.0
780,1,1,0,43.0,0,1,211.3375,2.0
781,1,3,0,13.0,0,0,7.2292,0.0
782,1,1,0,17.0,1,0,57.0,2.0
783,0,1,1,29.0,0,0,30.0,2.0
785,0,3,1,25.0,0,0,7.05,2.0
786,0,3,1,25.0,0,0,7.25,2.0
787,1,3,0,18.0,0,0,7.4958,2.0
788,0,3,1,8.0,4,1,29.125,1.0
789,1,3,1,1.0,1,2,20.575,2.0
790,0,1,1,46.0,0,0,79.2,0.0
792,0,2,1,16.0,0,0,26.0,2.0
795,0,3,1,25.0,0,0,7.8958,2.0
796,0,2,1,39.0,0,0,13.0,2.0
797,1,1,0,49.0,0,0,25.9292,2.0
798,1,3,0,31.0,0,0,8.6833,2.0
799,0,3,1,30.0,0,0,7.2292,0.0
800,0,3,0,30.0,1,1,24.15,2.0
801,0,2,1,34.0,0,0,13.0,2.0
802,1,2,0,31.0,1,1,26.25,2.0
803,1,1,1,11.0,1,2,120.0,2.0
804,1,3,1,0.42,0,1,8.5167,0.0
805,1,3,1,27.0,0,0,6.975,2.0
806,0,3,1,31.0,0,0,7.775,2.0
807,0,1,1,39.0,0,0,0.0,2.0
808,0,3,0,18.0,0,0,7.775,2.0
809,0,2,1,39.0,0,0,13.0,2.0
810,1,1,0,33.0,1,0,53.1,2.0
811,0,3,1,26.0,0,0,7.8875,2.0
812,0,3,1,39.0,0,0,24.15,2.0
813,0,2,1,35.0,0,0,10.5,2.0
814,0,3,0,6.0,4,2,31.275,2.0
815,0,3,1,30.5,0,0,8.05,2.0
817,0,3,0,23.0,0,0,7.925,2.0
818,0,2,1,31.0,1,1,37.0042,0.0
819,0,3,1,43.0,0,0,6.45,2.0
820,0,3,1,10.0,3,2,27.9,2.0
821,1,1,0,52.0,1,1,93.5,2.0
822,1,3,1,27.0,0,0,8.6625,2.0
823,0,1,1,38.0,0,0,0.0,2.0
824,1,3,0,27.0,0,1,12.475,2.0
825,0,3,1,2.0,4,1,39.6875,2.0
828,1,2,1,1.0,0,2,37.0042,0.0
831,1,3,0,15.0,1,0,14.4542,0.0
832,1,2,1,0.83,1,1,18.75,2.0
834,0,3,1,23.0,0,0,7.8542,2.0
835,0,3,1,18.0,0,0,8.3,2.0
836,1,1,0,39.0,1,1,83.1583,0.0
837,0,3,1,21.0,0,0,8.6625,2.0
839,1,3,1,32.0,0,0,56.4958,2.0
841,0,3,1,20.0,0,0,7.925,2.0
842,0,2,1,16.0,0,0,10.5,2.0
843,1,1,0,30.0,0,0,31.0,0.0
844,0,3,1,34.5,0,0,6.4375,0.0
845,0,3,1,17.0,0,0,8.6625,2.0
846,0,3,1,42.0,0,0,7.55,2.0
848,0,3,1,35.0,0,0,7.8958,0.0
849,0,2,1,28.0,0,1,33.0,2.0
851,0,3,1,4.0,4,2,31.275,2.0
852,0,3,1,74.0,0,0,7.775,2.0
853,0,3,0,9.0,1,1,15.2458,0.0
854,1,1,0,16.0,0,1,39.4,2.0
855,0,2,0,44.0,1,0,26.0,2.0
856,1,3,0,18.0,0,1,9.35,2.0
857,1,1,0,45.0,1,1,164.8667,2.0
858,1,1,1,51.0,0,0,26.55,2.0
859,1,3,0,24.0,0,3,19.2583,0.0
861,0,3,1,41.0,2,0,14.1083,2.0
862,0,2,1,21.0,1,0,11.5,2.0
863,1,1,0,48.0,0,0,25.9292,2.0
865,0,2,1,24.0,0,0,13.0,2.0
866,1,2,0,42.0,0,0,13.0,2.0
867,1,2,0,27.0,1,0,13.8583,0.0
868,0,1,1,31.0,0,0,50.4958,2.0
870,1,3,1,4.0,1,1,11.1333,2.0
871,0,3,1,26.0,0,0,7.8958,2.0
872,1,1,0,47.0,1,1,52.5542,2.0
873,0,1,1,33.0,0,0,5.0,2.0
874,0,3,1,47.0,0,0,9.0,2.0
875,1,2,0,28.0,1,0,24.0,0.0
876,1,3,0,15.0,0,0,7.225,0.0
877,0,3,1,20.0,0,0,9.8458,2.0
878,0,3,1,19.0,0,0,7.8958,2.0
880,1,1,0,56.0,0,1,83.1583,0.0
881,1,2,0,25.0,0,1,26.0,2.0
882,0,3,1,33.0,0,0,7.8958,2.0
883,0,3,0,22.0,0,0,10.5167,2.0
884,0,2,1,28.0,0,0,10.5,2.0
885,0,3,1,25.0,0,0,7.05,2.0
886,0,3,0,39.0,0,5,29.125,1.0
887,0,2,1,27.0,0,0,13.0,2.0
888,1,1,0,19.0,0,0,30.0,2.0
890,1,1,1,26.0,0,0,30.0,0.0
891,0,3,1,32.0,0,0,7.75,1.0
